"StrongsID","Definition","Exegesis","Language","Pronunciation","Transliteration","Unicode"
"G118"," to contend in the competitive games","from <greek BETA=""A)/QLOS"" unicode=""ἄθλος"" translit=""áthlos (a contest in the public lists)","greek","""ath-leh'-o""","""athléō""","""ἀθλέω"" "
"G1180"," ten and four, i.e. fourteen","from G1176 and G5064","greek","""dek-at-es'-sar-es""","""dekatéssares""","""δεκατέσσαρες"" "
"G1181"," a tenth, i.e. as a percentage or (technically) tithe","feminine of G1182","greek","""dek-at'-ay""","""dekátē""","""δεκάτη"" "
"G1182"," tenth","ordinal from G1176","greek","""dek'-at-os""","""dékatos""","""δέκατος"" "
"G1183"," to tithe, i.e. to give or take a tenth","from G1181","greek","""dek-at-o'-o""","""dekatóō""","""δεκατόω"" "
"G1184"," approved; (figuratively) propitious","from G1209","greek","""dek-tos'""","""dektós""","""δεκτός"" "
"G1185"," to entrap, i.e. (figuratively) delude","from the base of G1388","greek","""del-eh-ad'-zo""","""deleázō""","""δελεάζω"" "
"G1186"," a tree","probably from <greek BETA=""DRU/S"" unicode=""δρύς"" translit=""drýs (an oak)","greek","""den'-dron""","""déndron""","""δένδρον"" "
"G1187"," a guardsman (as if taking the right) or light-armed soldier","from G1188 and G2983","greek","""dex-ee-ol-ab'-os""","""dexiolábos""","""δεξιολάβος"" "
"G1188"," the right side or (feminine) hand (as that which usually takes)","from G1209","greek","""dex-ee-os'""","""dexiós""","""δεξιός"" "
"G1189"," to beg (as binding oneself), i.e. petition","middle voice of G1210","greek","""deh'-om-ahee""","""déomai""","""δέομαι"" "
"G119"," a struggle (figuratively)","from G118","greek","""ath'-lay-sis""","""áthlēsis""","""ἄθλησις"" "
"G1190"," a Derbæan or inhabitant of Derbe","from G1191","greek","""der-bah'-ee-os""","""Derbaîos""","""Δερβαῖος"" "
"G1191"," Derbe, a place in Asia Minor","of foreign origin","greek","""der-bay'""","""Dérbē""","""Δέρβη"" "
"G1192"," a hide","from G1194","greek","""der'-mah""","""dérma""","""δέρμα"" "
"G1193"," made of hide","from G1192","greek","""der-mat'-ee-nos""","""dermátinos""","""δερμάτινος"" "
"G1194"," properly, to flay, i.e. (by implication) to scourge, or (by analogy) to thrash","a primary verb","greek","""der'-o""","""dérō""","""δέρω"" "
"G1195"," to be a binder (captor), i.e. to enchain (a prisoner), to tie on (a load)","from a (presumed) derivative of G1196","greek","""des-myoo'-o""","""desmeúō""","""δεσμεύω"" "
"G1196"," to tie, i.e. shackle","from G1199","greek","""des-meh'-o""","""desméō""","""δεσμέω"" "
"G1197"," a bundle","from G1196","greek","""des-may'""","""désmē""","""δέσμη"" "
"G1198"," a captive (as bound)","from G1199","greek","""des'-mee-os""","""désmios""","""δέσμιος"" "
"G1199"," a band, i.e. ligament (of the body) or shackle (of a prisoner); figuratively, an impediment or disability","neuter and masculine respectively from G1210","greek","""des-mon'"" or <greek BETA=""DESMO/S"" unicode=""δεσμός"" translit=""desmós"" ","""desmón""","""δεσμόν"" "
"G12"," depthless, i.e. (specially) (infernal) ""abyss""","from G1 (as a negative particle) and a variation of G1037","greek","""ab'-us-sos""","""ábyssos""","""ἄβυσσος"" "
"G120"," to be spiritless, i.e. disheartened","from a compound of G1 (as a negative particle) and G2372","greek","""ath-oo-meh'-o""","""athyméō""","""ἀθυμέω"" "
"G1200"," a jailer (as guarding the prisoners)","from G1199 and G5441","greek","""des-mof-oo'-lax""","""desmophýlax""","""δεσμοφύλαξ"" "
"G1201"," a place of bondage, i.e. a dungeon","from a derivative of G1199 (equivalent to G1196)","greek","""des-mo-tay'-ree-on""","""desmōtḗrion""","""δεσμωτήριον"" "
"G1202"," (passively) a captive","from the same as G1201","greek","""des-mo'-tace""","""desmṓtēs""","""δεσμώτης"" "
"G1203"," an absolute ruler (""despot"")","perhaps from G1210 and <greek BETA=""PO/SIS"" unicode=""πόσις"" translit=""pósis (a husband)","greek","""des-pot'-ace""","""despótēs""","""δεσπότης"" "
"G1204"," here; used also imperative hither!; and of time, hitherto","of uncertain affinity","greek","""dyoo'-ro""","""deûro""","""δεῦρο"" "
"G1205"," come hither!","from G1204 and an imperative form of <greek BETA=""EI)=MI"" unicode=""εἶμι"" translit=""eîmi (to go)","greek","""dyoo'-teh""","""deûte""","""δεῦτε"" "
"G1206"," secondary, i.e. (specially) on the second day","from G1208","greek","""dyoo-ter-ah'-yos""","""deuteraîos""","""δευτεραῖος"" "
"G1207"," second-first, i.e. (specially) a designation of the Sabbath immediately after the Paschal week (being the second after Passover day, and the first of the seven Sabbaths intervening before Pentecost)","from G1208 and G4413","greek","""dyoo-ter-op'-ro-tos""","""deuteróprōtos""","""δευτερόπρωτος"" "
"G1208"," (ordinal) second (in time, place, or rank; also adverb)","as the comparative of G1417","greek","""dyoo'-ter-os""","""deúteros""","""δεύτερος"" "
"G1209"," to receive (in various applications, literally or figuratively)","middle voice of a primary verb","greek","""dekh'-om-ahee""","""déchomai""","""δέχομαι"" "
"G121"," not guilty","from G1 (as a negative particle) and probably a derivative of G5087 (meaning a penalty)","greek","""ath'-o-os""","""áthōos""","""ἄθωος"" "
"G1210"," to bind (in various applications, literally or figuratively)","a primary verb","greek","""deh'-o""","""déō""","""δέω"" "
"G1211"," a particle of emphasis or explicitness; now, then, etc.","probably akin to G1161","greek","""day""","""dḗ""","""δή"" "
"G1212"," clear","of uncertain derivation","greek","""day'-los""","""dēlos""","""δῆλος"" "
"G1213"," to make plain (by words)","from G1212","greek","""day-lo'-o""","""dēlóō""","""δηλόω"" "
"G1214"," Demas, a Christian","probably for G1216","greek","""day-mas'""","""Dēmâs""","""Δημᾶς"" "
"G1215"," to be a people-gatherer, i.e. to address a public assembly","from a compound of G1218 and G58","greek","""day-may-gor-eh'-o""","""dēmēgoréō""","""δημηγορέω"" "
"G1216"," Demetrius, the name of an Ephesian and of a Christian","from <greek BETA=""*DHMH/THR"" unicode=""Δημήτηρ"" translit=""Dēmḗtēr (Ceres)","greek","""day-may'-tree-os""","""Dēmḗtrios""","""Δημήτριος"" "
"G1217"," a worker for the people, i.e. mechanic (spoken of the Creator)","from G1218 and G2041","greek","""day-me-oor-gos'""","""dēmiourgós""","""δημιουργός"" "
"G1218"," the public (as bound together socially)","from G1210","greek","""day'-mos""","""dēmos""","""δῆμος"" "
"G1219"," public; (feminine singular dative case as adverb) in public","from G1218","greek","""day-mos'ee-os""","""dēmósios""","""δημόσιος"" "
"G122"," belonging to a goat","from <greek BETA=""AI)/C"" unicode=""αἴξ"" translit=""aíx (a goat)","greek","""ah'-ee-ghi-os""","""aígeios""","""αἴγειος"" "
"G1220"," a denarius (or ten asses)","of Latin origin","greek","""day-nar'-ee-on""","""dēnárion""","""δηνάριον"" "
"G1221"," a particle of generalization; indeed, at any time","from G1211 and G4218","greek","""day'-pot-eh""","""dḗpote""","""δήποτε"" "
"G1222"," a particle of asseveration; indeed doubtless","from G1211 and G4225","greek","""day'-poo""","""dḗpou""","""δήπου"" "
"G1223"," through (in very wide applications, local, causal, or occasional)","a primary preposition denoting the channel of an act","greek","""dee-ah'""","""diá""","""διά"" "
"G1224"," to cross","from G1223 and the base of G939","greek","""dee-ab-ah'-ee-no""","""diabaínō""","""διαβαίνω"" "
"G1225"," (figuratively) to traduce","from G1223 and G906","greek","""dee-ab-al'-lo""","""diabállō""","""διαβάλλω"" "
"G1226"," to confirm thoroughly (by words), i.e. asseverate","middle voice of a compound of G1223 and G950","greek","""dee-ab-eb-ahee-o'-om-ahee""","""diabebaióomai""","""διαβεβαιόομαι"" "
"G1227"," to look through, i.e. recover full vision","from G1223 and G991","greek","""dee-ab-lep'-o""","""diablépō""","""διαβλέπω"" "
"G1228"," a traducer; specially, Satan (compare H7854""/>)","from G1225","greek","""dee-ab'-ol-os""","""diábolos""","""διάβολος"" "
"G1229"," to herald thoroughly","from G1223 and the base of G32","greek","""de-ang-gel'-lo""","""diangéllō""","""διαγγέλλω"" "
"G123"," a beach (on which the waves dash)","from <greek BETA=""A)I/+SSW"" unicode=""ἀΐσσω"" translit=""aḯssō (to rush) and G251 (in the sense of the sea","greek","""ahee-ghee-al-os'""","""aigialós""","""αἰγιαλός"" "
"G1230"," to elapse meanwhile","from G1223 and G1096","greek","""dee-ag-in'-om-ahee""","""diagínomai""","""διαγίνομαι"" "
"G1231"," to know thoroughly, i.e. ascertain exactly","from G1223 and G1097","greek","""dee-ag-in-o'-sko""","""diaginṓskō""","""διαγινώσκω"" "
"G1232"," to tell abroad","from G1123 and G1107","greek","""dee-ag-no-rid'-zo""","""diagnōrízō""","""διαγνωρίζω"" "
"G1233"," (magisterial) examination (""diagnosis"")","from G1231","greek","""dee-ag'-no-sis""","""diágnōsis""","""διάγνωσις"" "
"G1234"," to complain throughout a crowd","from G1223 and G1111","greek","""dee-ag-ong-good'-zo""","""diagongýzō""","""διαγογγύζω"" "
"G1235"," to waken thoroughly","from G1223 and G1127","greek","""dee-ag-ray-gor-eh'-o""","""diagrēgoréō""","""διαγρηγορέω"" "
"G1236"," to pass time or life","from G1223 and G71","greek","""dee-ag'-o""","""diágō""","""διάγω"" "
"G1237"," to receive in turn, i.e. (figuratively) succeed to","from G1223 and G1209","greek","""dee-ad-ekh'-om-ahee""","""diadéchomai""","""διαδέχομαι"" "
"G1238"," a ""diadem"" (as bound about the head)","from a compound of G1223 and G1210","greek","""dee-ad'-ay-mah""","""diádēma""","""διάδημα"" "
"G1239"," to give throughout a crowd, i.e. deal out; also to deliver over (as to a successor)","from G1223 and G1325","greek","""dee-ad-id'-o-mee""","""diadídōmi""","""διαδίδωμι"" "
"G124"," an Ægyptian or inhabitant of Ægyptus","from G125","greek","""ahee-goop'-tee-os""","""Aigýptios""","""Αἰγύπτιος"" "
"G1240"," a successor in office","from G1237","greek","""dee-ad'-okh-os""","""diádochos""","""διάδοχος"" "
"G1241"," to gird tightly","from G1223 and G2224","greek","""dee-az-own'-noo-mee""","""diazṓnnymi""","""διαζώννυμι"" "
"G1242"," properly, a disposition, i.e. (specially) a contract (especially a devisory will)","from G1303","greek","""dee-ath-ay'-kay""","""diathḗkē""","""διαθήκη"" "
"G1243"," a distinction or (concretely) variety","from G1244","greek","""dee-ah'-ee-res-is""","""diaíresis""","""διαίρεσις"" "
"G1244"," to separate, i.e. distribute","from G1223 and G138","greek","""dee-ahee-reh'-o""","""diairéō""","""διαιρέω"" "
"G1245"," to cleanse perfectly, i.e. (specially) winnow","from G1223 and G2511","greek","""dee-ak-ath-ar-id'-zo""","""diakatharízō""","""διακαθαρίζω"" "
"G1246"," to prove downright, i.e. confute","middle voice from G1223 and a compound of G2596 and G1651","greek","""dee-ak-at-el-eng'-khom-ahee""","""diakatelénchomai""","""διακατελέγχομαι"" "
"G1247"," to be an attendant, i.e. wait upon (menially or as a host, friend, or (figuratively) teacher); technically, to act as a Christian deacon","from G1249","greek","""dee-ak-on-eh'-o""","""diakonéō""","""διακονέω"" "
"G1248"," attendance (as a servant, etc.); figuratively (eleemosynary) aid, (official) service (especially of the Christian teacher, or technically of the diaconate)","from G1249","greek","""dee-ak-on-ee'-ah""","""diakonía""","""διακονία"" "
"G1249"," an attendant, i.e. (genitive case) a waiter (at table or in other menial duties); specially, a Christian teacher and pastor (technically, a deacon or deaconess)","probably from an obsolete <greek BETA=""DIA/KW"" unicode=""διάκω"" translit=""diákō (to run on errands; compare G1377)","greek","""dee-ak'-on-os""","""diákonos""","""διάκονος"" "
"G125"," Ægyptus, the land of the Nile","of uncertain derivation","greek","""ah'-ee-goop-tos""","""Aígyptos""","""Αἴγυπτος"" "
"G1250"," two hundred","from G1364 and G1540","greek","""dee-ak-os'-ee-oy""","""diakósioi""","""διακόσιοι"" "
"G1251"," to hear throughout, i.e. patiently listen (to a prisoner's plea)","middle voice from G1223 and G191","greek","""dee-ak-oo'-om-ahee""","""diakoúomai""","""διακούομαι"" "
"G1252"," to separate thoroughly, i.e. (literally and reflexively) to withdraw from, or (by implication) oppose; figuratively, to discriminate (by implication, decide), or (reflexively) hesitate","from G1223 and G2919","greek","""dee-ak-ree'-no""","""diakrínō""","""διακρίνω"" "
"G1253"," judicial estimation","from G1252","greek","""dee-ak'-ree-sis""","""diákrisis""","""διάκρισις"" "
"G1254"," to hinder altogether, i.e. utterly prohibit","from G1223 and G2967","greek","""dee-ak-o-loo'-o""","""diakōlýō""","""διακωλύω"" "
"G1255"," to talk throughout a company, i.e. converse or (genitive case) publish","from G1223 and G2980","greek","""dee-al-al-eh'-o""","""dialaléō""","""διαλαλέω"" "
"G1256"," to say thoroughly, i.e. discuss (in argument or exhortation)","middle voice from G1223 and G3004","greek","""dee-al-eg'-om-ahee""","""dialégomai""","""διαλέγομαι"" "
"G1257"," to leave off in the middle, i.e. intermit","from G1223 and G3007","greek","""dee-al-i'-po""","""dialeípō""","""διαλείπω"" "
"G1258"," a (mode of) discourse, i.e. ""dialect""","from G1256","greek","""dee-al'-ek-tos""","""diálektos""","""διάλεκτος"" "
"G1259"," to change thoroughly, i.e. (mentally) to conciliate","from G1223 and G236","greek","""dee-al-las'-so""","""diallássō""","""διαλλάσσω"" "
"G126"," everduring (forward and backward, or forward only)","from G104","greek","""ah-id'-ee-os""","""aḯdios""","""ἀΐδιος"" "
"G1260"," to reckon thoroughly, i.e. (genitive case) to deliberate (by reflection or discussion)","from G1223 and G3049","greek","""dee-al-og-id'-zom-ahee""","""dialogízomai""","""διαλογίζομαι"" "
"G1261"," discussion, i.e. (internal) consideration (by implication, purpose), or (external) debate","from G1260","greek","""dee-al-og-is-mos'""","""dialogismós""","""διαλογισμός"" "
"G1262"," to dissolve utterly","from G1223 and G3089","greek","""dee-al-oo'-o""","""dialýō""","""διαλύω"" "
"G1263"," to attest or protest earnestly, or (by implication) hortatively","from G1223 and G3140","greek","""dee-am-ar-too'-rom-ahee""","""diamartýromai""","""διαμαρτύρομαι"" "
